structure abbreviation,ARA ontology order,structure ID,full structure name,Major Brain Division,Mouse line,Image id,Dataset type,Transgenic Signal in CCF structure,Connectivity Source Injection Site,ABA gene name,Link to image viewer or download location for individual high resolution images (n.b. only jp2 files are at BIL),Link to 25 um Tg line grid data (.nrrd files),Link to cortical surface views (.nrrd files)
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,Vipr2-IRES2-Cre;Ai14,545797988,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/545797988?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=733,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57Bl/6J,112951804,Connectivity (Source -> Target),n/a,SSp-bfd,n/a,http://connectivity.brain-map.org/projection/experiment/112951804,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57Bl/6J,180717881,Connectivity (Source -> Target),n/a,SSp-m,n/a,http://connectivity.brain-map.org/projection/experiment/180717881,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,70301274,ISH (ABA),n/a,n/a,Prkcd,http://mouse.brain-map.org/experiment/show/70301274,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,73817925,ISH (ABA),n/a,n/a,Kcnab3,http://mouse.brain-map.org/experiment/show/73817925,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,73818754,ISH (ABA),n/a,n/a,Slc17a6,http://mouse.brain-map.org/experiment/show/73818754,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,74511884,ISH (ABA),n/a,n/a,Rgs4,http://mouse.brain-map.org/experiment/show/74511884,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,74512048,ISH (ABA),n/a,n/a,Nefh,http://mouse.brain-map.org/experiment/show/74512048,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,79556597,ISH (ABA),n/a,n/a,Rorb,http://mouse.brain-map.org/experiment/show/79556597,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,C57BL/6J,79556738,ISH (ABA),n/a,n/a,Pvalb,http://mouse.brain-map.org/experiment/show/79556738,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,Ntsr1-Cre_GN220,303617548,Connectivity (Source -> Target),n/a,SSp-m,n/a,http://connectivity.brain-map.org/projection/experiment/303617548,,
VPM,744,733,Ventral posteromedial nucleus of the thalamus,Thalamus,Syt6-Cre_KI148,299829181,Connectivity (Source -> Target),n/a,SSp-m,n/a,http://connectivity.brain-map.org/projection/experiment/299829181,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Prkcd-GluCla-CFP-IRES-Cre;Ai14,485280693,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485280693?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Htr1a-IRES2-Cre;Ai14,545796708,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/545796708?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57BL/6J,112596790,Connectivity (Source -> Target),n/a,AId,n/a,http://connectivity.brain-map.org/projection/experiment/112596790,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57Bl/6J,180074890,Connectivity (Source -> Target),n/a,VISC,n/a,http://connectivity.brain-map.org/projection/experiment/180074890,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57Bl/6J,180404418,Connectivity (Source -> Target),n/a,GU,n/a,http://connectivity.brain-map.org/projection/experiment/180404418,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57Bl/6J,272737914,Connectivity (Source -> Target),n/a,AId,n/a,http://connectivity.brain-map.org/projection/experiment/272737914,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57BL/6J,70301274,ISH (ABA),n/a,n/a,Prkcd,http://mouse.brain-map.org/experiment/show/70301274,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57BL/6J,71670687,ISH (ABA),n/a,n/a,Plekhg1,http://mouse.brain-map.org/experiment/show/71670687,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57BL/6J,74511860,ISH (ABA),n/a,n/a,Ptpn3,http://mouse.brain-map.org/experiment/show/74511860,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,C57BL/6J,74511884,ISH (ABA),n/a,n/a,Rgs4,http://mouse.brain-map.org/experiment/show/74511884,,
VPMpc,745,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Thalamus,Cux2-IRES-Cre,299783689,Connectivity (Source -> Target),n/a,AId,n/a,http://connectivity.brain-map.org/projection/experiment/299783689,,
PoT,746,563807435,Posterior triangular thalamic nucleus,Thalamus,C57Bl/6J,114474520,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/114474520,,
PoT,746,563807435,Posterior triangular thalamic nucleus,Thalamus,C57Bl/6J,127991964,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/127991964,,
PoT,746,563807435,Posterior triangular thalamic nucleus,Thalamus,C57Bl/6J,180074890,Connectivity (Source -> Target),n/a,VISC,n/a,http://connectivity.brain-map.org/projection/experiment/180074890,,
PoT,746,563807435,Posterior triangular thalamic nucleus,Thalamus,C57Bl/6J,180436360,Connectivity (Source -> Target),n/a,VISC,n/a,http://connectivity.brain-map.org/projection/experiment/180436360,,
PoT,746,563807435,Posterior triangular thalamic nucleus,Thalamus,C57BL/6J,73818754,ISH (ABA),n/a,n/a,Slc17a6,http://mouse.brain-map.org/experiment/show/73818754,,
PoT,746,563807435,Posterior triangular thalamic nucleus,Thalamus,C57BL/6J,74511860,ISH (ABA),n/a,n/a,Ptpn3,http://mouse.brain-map.org/experiment/show/74511860,,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,C57Bl/6J,158258062,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/158258062,,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,C57BL/6J,72339557,ISH (ABA),n/a,n/a,Tcf7l2,http://mouse.brain-map.org/experiment/show/72339557,,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,C57BL/6J,74047748,ISH (ABA),n/a,n/a,Astn2,http://mouse.brain-map.org/experiment/show/74047748,,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,C57BL/6J,79488931,ISH (ABA),n/a,n/a,Satb1,http://mouse.brain-map.org/experiment/show/79488931,,
SPFm,748,414,"Subparafascicular nucleus, magnocellular part",Thalamus,Esr1-2A-Cre,264319363,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/264319363,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Sst-IRES-Cre;Ai14,476449640,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476449640?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57Bl/6J,127396051,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/127396051,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57Bl/6J,127991964,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/127991964,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57Bl/6J,158258062,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/158258062,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57BL/6J,72338724,ISH (ABA),n/a,n/a,LOC381076,http://mouse.brain-map.org/experiment/show/72338724,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57BL/6J,75081206,ISH (ABA),n/a,n/a,Baiap3,http://mouse.brain-map.org/experiment/show/75081206,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,C57BL/6J,79556712,ISH (ABA),n/a,n/a,Ngb,http://mouse.brain-map.org/experiment/show/79556712,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Calb2-IRES-Cre,287880821,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/287880821,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Calb2-IRES-Cre,301063301,Connectivity (Source -> Target),n/a,SPFp,n/a,http://connectivity.brain-map.org/projection/experiment/301063301,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Fezf1-T2A-dCre,267540168,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/267540168,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Fezf1-T2A-dCre,292211026,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/292211026,,
SPFp,749,422,"Subparafascicular nucleus, parvicellular part",Thalamus,Rasgrf2-T2A-dCre,313325371,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/313325371,,
SPA,750,609,Subparafascicular area,Thalamus,Calb2-IRES-Cre;Ai14,480172055,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/480172055?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SPA,750,609,Subparafascicular area,Thalamus,C57Bl/6J,175106769,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/175106769,,
SPA,750,609,Subparafascicular area,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
SPA,750,609,Subparafascicular area,Thalamus,C57BL/6J,71587918,ISH (ABA),n/a,n/a,Slc17a8,http://mouse.brain-map.org/experiment/show/71587918,,
SPA,750,609,Subparafascicular area,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
SPA,750,609,Subparafascicular area,Thalamus,C57BL/6J,73992918,ISH (ABA),n/a,n/a,Slitrk6,http://mouse.brain-map.org/experiment/show/73992918,,
SPA,750,609,Subparafascicular area,Thalamus,Esr1-2A-Cre,176886958,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/176886958,,
SPA,750,609,Subparafascicular area,Thalamus,Esr1-2A-Cre,264248605,Connectivity (Source -> Target),n/a,TU,n/a,http://connectivity.brain-map.org/projection/experiment/264248605,,
SPA,750,609,Subparafascicular area,Thalamus,Esr1-2A-Cre,264319363,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/264319363,,
PP,751,1044,Peripeduncular nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=1044,,
PP,751,1044,Peripeduncular nucleus,Thalamus,C57BL/6J,72007561,ISH (ABA),n/a,n/a,Hap1,http://mouse.brain-map.org/experiment/show/72007561,,
PP,751,1044,Peripeduncular nucleus,Thalamus,C57BL/6J,72338724,ISH (ABA),n/a,n/a,LOC381076,http://mouse.brain-map.org/experiment/show/72338724,,
PP,751,1044,Peripeduncular nucleus,Thalamus,C57BL/6J,75081206,ISH (ABA),n/a,n/a,Baiap3,http://mouse.brain-map.org/experiment/show/75081206,,
PP,751,1044,Peripeduncular nucleus,Thalamus,Fezf1-T2A-dCre,292211026,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/292211026,,
MG,753,475,Medial geniculate complex,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=475,,
MGd,754,1072,"Medial geniculate complex, dorsal part",Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MGd,754,1072,"Medial geniculate complex, dorsal part",Thalamus,Pvalb-IRES-Cre;Ai14,476447880,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476447880?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MGd,754,1072,"Medial geniculate complex, dorsal part",Thalamus,Gal-Cre_KI87;Ai14,484773406,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484773406?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MGd,754,1072,"Medial geniculate complex, dorsal part",Thalamus,Prkcd-GluCla-CFP-IRES-Cre;Ai14,485280693,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485280693?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MGd,754,1072,"Medial geniculate complex, dorsal part",Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
